rank,timestamp,met_timestamp,edf_max_ppb,edf_mean_ppb,pinn_max_ppb,pinn_mean_ppb,ratio_max,ratio_mean,num_facilities,edf_482010026,pinn_482010026,ratio_482010026,edf_482010057,pinn_482010057,ratio_482010057,edf_482010069,pinn_482010069,ratio_482010069,edf_482010617,pinn_482010617,ratio_482010617,edf_482010803,pinn_482010803,ratio_482010803,edf_482011015,pinn_482011015,ratio_482011015,edf_482011035,pinn_482011035,ratio_482011035,edf_482011039,pinn_482011039,ratio_482011039,edf_482016000,pinn_482016000,ratio_482016000
11,2019-10-08 19:00:00,2019-10-08 16:00:00,65.975683,8.021174,0.3744277398179299,0.14438328928842703,176.20357623210603,55.5543407079189,20,0.309467,0.19894448129341832,1.5555445317609726,4.519433,0.05173791158896923,87.35244352158128,0.14045,0.07560558741090062,1.8576669371892252,0.13275,0.3744277398179299,0.35454103925246383,65.975683,0.09634418856459213,684.7915165715248,0.1486,0.21898711333791693,0.6785787425340265,0.7561,0.045330698107052515,16.679646058271636,0.0,0.10595180304031865,0.0,0.208083,0.1321200804347446,1.5749536279065028
12,2019-04-04 21:00:00,2019-04-04 18:00:00,64.103517,7.245138888888889,1.5573717710003754,0.7154230153468267,41.1613187244973,10.127055750814508,20,0.124683,1.000189178848592,0.12465941707501162,0.22395,0.25696648478647033,0.8715144318765702,0.0,0.5685764760705699,0.0,0.268083,1.1326414738600474,0.23668831328096426,0.174633,0.45647164348733293,0.38257140939981754,64.103517,0.8491648639207786,75.49007233297446,0.182667,0.24093421394038944,0.7581613130511817,0.128717,0.3764910322068842,0.34188596537212923,0.0,1.5573717710003754,0.0
13,2019-03-29 04:00:00,2019-03-29 01:00:00,63.61675,7.343683444444445,0.8845551488891348,0.5972647850002542,71.91940283258758,12.295503323434675,20,63.61675,0.8496576266197119,74.87339371399942,1.62625,0.39947332315642226,4.0709852341334125,0.098617,0.6982937140732675,0.1412256733985905,0.059233,0.7125383219234421,0.08312956395117822,0.273717,0.5058482245090348,0.5411049930355369,0.0,0.5939712332878446,0.0,0.156267,0.452404003171733,0.34541471539693885,0.0,0.27864146937169615,0.0,0.262317,0.8845551488891348,0.2965524538853568
14,2019-03-19 21:00:00,2019-03-19 18:00:00,63.4835,7.305614777777777,0.3179176943050041,0.18105814747225052,199.6847028413351,40.34932716612647,20,63.4835,0.3000892121154459,211.54875762604075,1.260017,0.11313092131792281,11.137688841577402,0.0,0.11688395001027488,0.0,0.1348,0.3179176943050041,0.4240091143548477,0.173333,0.1675985383163298,1.0342154635790846,0.0,0.24835215275102407,0.0,0.17895,0.10536941226364395,1.6983106971523259,0.188233,0.12203588018943982,1.5424398112079865,0.3317,0.13814556598116917,2.4010904558834305
15,2019-08-21 02:00:00,2019-08-20 23:00:00,56.081867,6.321026,0.8237505521619218,0.4675623544016853,68.08104561723022,13.519079158991541,20,0.487567,0.5917454049928589,0.823947251446564,56.081867,0.3162924661277092,177.31015754689477,0.0,0.42710061501576424,0.0,0.0,0.8237505521619218,0.0,0.0,0.3288555846199257,0.0,0.170033,0.5144217133947634,0.33053231536033145,0.0,0.2799170941924318,0.0,0.0,0.3919174802609221,0.0,0.149767,0.5340602788488705,0.2804308912896729
16,2019-03-29 21:00:00,2019-03-29 18:00:00,53.73045,6.368942555555556,0.5795387834684608,0.4145362631994299,92.71227193141274,15.36398080693537,20,53.73045,0.4718692516646033,113.86724142430602,2.12045,0.32861779352312975,6.452632942563873,0.1069,0.5516459558919715,0.1937837101101384,0.0655,0.5795387834684608,0.11302090881302441,0.53525,0.2655357915859556,2.0157357951752286,0.044333,0.39348775319906776,0.11266678477175292,0.40435,0.3916298977471989,1.0324799059672711,0.079233,0.22520849977141597,0.35182064655828077,0.234017,0.5232926419430652,0.44720101381716215
17,2019-05-16 03:00:00,2019-05-16 00:00:00,49.525867,5.567729666666667,0.5275896130593628,0.350433584153669,93.87177439115564,15.888071321822402,20,0.0,0.45734826473042156,0.0,49.525867,0.23898282845735466,207.23609022326744,0.0,0.4198153091102211,0.0,0.0,0.5275896130593628,0.0,0.292333,0.2570856268676039,1.137103631820491,0.0,0.37173386991654855,0.0,0.0,0.27549488945864054,0.0,0.0,0.18972506243063092,0.0,0.291367,0.4161267933522372,0.7001880307989871
18,2019-04-04 10:00:00,2019-04-04 07:00:00,48.75825,5.540879666666666,0.43368704812110576,0.3016490001608896,112.42700879408243,18.36857173449811,20,0.2801,0.37507448907565977,0.7467849938029202,0.064683,0.21376511789073616,0.3025891251025439,0.07005,0.38163105298637306,0.18355424552545854,0.13825,0.43368704812110576,0.31877825404044374,0.149617,0.21528678465669426,0.6949660205041652,48.75825,0.3065436799580186,159.05808270676948,0.113683,0.25890721234686653,0.43908780666834085,0.086667,0.1615081867507648,0.5366105690589061,0.206617,0.3684374296617871,0.5607926431081318
19,2019-03-29 06:00:00,2019-03-29 03:00:00,48.625183,5.6705221111111115,0.5793737808725139,0.37524031983563155,83.92699269162618,15.111667642558643,20,48.625183,0.4452111321873507,109.21825508068807,0.670633,0.2423814811556251,2.7668491701699307,0.0944,0.47157015240982464,0.20018230483332278,0.098583,0.5793737808725139,0.1701544033482805,0.924233,0.22809740008411164,4.051922554396438,0.0,0.4056899219081238,0.0,0.13385,0.29411126363407075,0.4550998773257945,0.112167,0.2056515271995371,0.5454226454208042,0.37565,0.5050762190695265,0.7437491329368839
20,2019-05-16 02:00:00,2019-05-15 23:00:00,48.044717,5.431016666666666,0.6876898699428323,0.4917847501771233,69.8638285018877,11.043460825594504,20,0.0,0.6876898699428323,0.0,48.044717,0.35516621227140954,135.27389526367833,0.0,0.5808065786462436,0.0,0.0,0.6225643713961277,0.0,0.629,0.41118828787863254,1.5297128311827242,0.0,0.5011206532012309,0.0,0.0,0.3999548666080881,0.0,0.0,0.25570251951151834,0.0,0.205433,0.6118693921380258,0.335746488776249
21,2019-03-21 05:00:00,2019-03-21 02:00:00,48.03445,5.856772222222222,1.0329768259698053,0.4354953805188608,46.50094977102063,13.448498045481628,20,0.633933,0.5120811565294429,1.23795416393837,0.2693,0.12051693837504826,2.2345406681502262,0.362367,0.2189415784155496,1.6550853548348408,0.32885,1.0329768259698053,0.3183517691127879,0.6127,0.22508605663972267,2.722069990238001,0.918983,0.5888967602904579,1.5605163111217248,0.600467,0.0933913015541438,6.429581663468712,48.03445,0.5543087208781108,86.65649337774444,0.9499,0.573259086017466,1.6570169111476736
22,2019-04-21 00:00:00,2019-04-20 21:00:00,45.3656,5.3761,0.7502328263443765,0.37285465016604963,60.46861445990844,14.418716727521169,20,2.2377,0.6035504879689763,3.7075605845836415,0.0,0.1617941952612126,0.0,0.1344,0.2461569041494813,0.5459932170676969,0.139233,0.7502328263443765,0.18558638746645353,0.144167,0.2869327776230539,0.5024417258783639,45.3656,0.5312895878931353,85.38770763398611,0.0,0.1507357046016254,0.0,0.1566,0.23675147406005553,0.661453115009016,0.2072,0.38824789359253,0.5336796500883491
23,2019-03-31 21:00:00,2019-03-31 18:00:00,43.201667,4.9929776666666665,0.10517048197617318,0.06254946085773204,410.7735879369602,79.82319551606422,20,0.657433,0.10455159796743917,6.28812005536966,0.192683,0.03650292357684469,5.278563499013179,0.0,0.0390448794797013,0.0,0.114083,0.10517048197617318,1.084743531230046,0.306983,0.05828340853206997,5.26707355886856,0.1534,0.0870277459080251,1.7626562471481237,0.31055,0.03202514386093678,9.697068070904084,43.201667,0.04850088613272376,890.7397461105694,0.0,0.05183808028567442,0.0
24,2019-10-08 21:00:00,2019-10-08 18:00:00,42.850267,5.109957555555557,0.3213276500845379,0.1098020901086641,133.3533968686782,46.53746584452774,20,0.36525,0.15718844576321062,2.3236440708257544,42.850267,0.031926756158417,1342.1428342855052,0.144417,0.03573114004949272,4.041768602959824,0.157567,0.3213276500845379,0.4903624072143988,1.946067,0.07055212722582731,27.58339225932787,0.1779,0.19768639005972977,0.8999102059896413,0.193733,0.02613397670641083,7.413070049629151,0.0,0.08631028740804042,0.0,0.154417,0.06136203752231031,2.5164907528348666
25,2019-06-04 01:00:00,2019-06-03 22:00:00,41.18345,5.1592852222222225,0.7653795234409376,0.5572973840583395,53.80781028350536,9.257671240048193,20,4.819833,0.5840943750777082,8.251805197334363,41.18345,0.5150223566103583,79.9643927519004,0.138117,0.6339711662379384,0.21786006581277662,0.0,0.7653795234409376,0.0,0.0,0.341776061313088,0.0,0.0,0.4990799775759517,0.0,0.0,0.45103281825062974,0.0,0.021167,0.5343472410302843,0.039612817985524795,0.271,0.690972936988159,0.3922005993190498
26,2019-04-04 08:00:00,2019-04-04 05:00:00,39.660483,4.5392147777777785,0.3711262696322871,0.2481086070164891,106.86491197290786,18.295199578773694,20,0.20165,0.3711262696322871,0.5433460697885799,0.086033,0.17790980690610986,0.4835764902235157,0.069667,0.24058166943588244,0.2895773404655295,0.141633,0.3629987284675322,0.3901749204409903,0.12275,0.21972664922275523,0.5586486683986979,39.660483,0.28486917069937556,139.2235000461106,0.21025,0.1926501453744304,1.0913565603148803,0.073417,0.140448728532659,0.5227316812834522,0.28705,0.2426662948773698,1.1829001639682153
27,2019-03-21 20:00:00,2019-03-21 17:00:00,39.556283,4.602994555555557,0.5357839029589814,0.2751438265410615,73.82866292339027,16.72935164153859,20,0.587367,0.30963682711723434,1.896954588601348,0.167017,0.15861999136150018,1.0529378962035294,0.0,0.2937420872237909,0.0,0.1958,0.5357839029589814,0.36544584284569315,0.183117,0.1562017155146899,1.1723110683939888,39.556283,0.31805504463633705,124.36929917344499,0.1871,0.16538357117926034,1.1313094684429148,0.19035,0.17361576512570642,1.0963866090281442,0.359917,0.3652555337520528,0.9853841126040906
28,2019-03-31 09:00:00,2019-03-31 06:00:00,39.500183,4.517390666666667,0.10907350548035871,0.04744093864123863,362.1394644517814,95.21935224501875,20,0.208283,0.06911644774910582,3.013508459752905,0.076517,0.020692121733870895,3.6978808159024825,0.165417,0.021784736974548004,7.593252110101831,0.05255,0.10907350548035871,0.4817851940172848,0.108033,0.034200125928354703,3.158848017879133,0.261833,0.07619320387151692,3.4364350978274096,0.1084,0.017077811722885507,6.347417441939363,39.500183,0.04650204924291905,849.4288669657878,0.1753,0.03232844506758801,5.422469272292748
29,2019-03-20 20:00:00,2019-03-20 17:00:00,39.334483,4.613583444444444,0.4879247151444237,0.1923668794577788,80.61572034250578,23.983127835315358,20,0.513517,0.24859203822268222,2.0657017162392184,0.1823,0.06945492511062368,2.6247238724920283,0.19745,0.10944760283246054,1.804059612911314,0.199217,0.4879247151444237,0.408294545893279,0.43255,0.11805395901589943,3.6640024917905922,39.334483,0.27703603359118906,141.98327376446747,0.1811,0.059541996681456995,3.0415506716858136,0.228967,0.1668411377961437,1.3723653711818085,0.252667,0.1944095067251298,1.299663808916705
30,2019-05-15 23:00:00,2019-05-15 20:00:00,39.08365,4.5338315555555555,0.5639479799438171,0.4019593824203844,69.30352104527908,11.279299537569635,20,0.32455,0.49230021646018046,0.6592521984524683,39.08365,0.30211080069200913,129.36859559630358,0.008867,0.5058456432492461,0.017529062705855806,0.0248,0.5639479799438171,0.04397568726546495,0.834067,0.28245370500965283,2.952933472660576,0.0,0.3914340048780928,0.0,0.52855,0.3331860887819519,1.5863507445111273,0.0,0.23299648334507256,0.0,0.0,0.5133595194234372,0.0
31,2019-12-03 21:00:00,2019-12-03 18:00:00,37.107967,4.730381444444444,0.8026282713102513,0.5187231738496471,46.23300984204469,9.11926160938,20,4.381133,0.7640694524057875,5.733946025724945,0.23865,0.2652611054516014,0.8996795802147602,0.253633,0.48228090054327183,0.5259030571484206,0.256083,0.8026282713102513,0.319055544333066,0.335967,0.40239106345717784,0.8349265938301669,37.107967,0.6079753724695984,61.03531274509901,0.0,0.27798211051585464,0.0,0.0,0.2656981884896996,0.0,0.0,0.8002221000035814,0.0
32,2019-03-31 20:00:00,2019-03-31 17:00:00,35.330133,4.1015444444444435,0.19393803550557995,0.06286381323132087,182.17133496563918,65.24388180956129,20,0.41495,0.08284444058761108,5.008785104429245,0.178983,0.018172048594994203,9.849357328336877,0.2529,0.019141640898735084,13.21203345825551,0.07515,0.19393803550557995,0.38749490167872613,0.30615,0.03651100667722379,8.385142669620823,0.140167,0.11356787169435571,1.2342134963771296,0.215467,0.014698827235486172,14.658788524285509,35.330133,0.05422388368173985,651.5603568229398,0.0,0.03267656420616199,0.0
33,2019-03-25 03:00:00,2019-03-25 00:00:00,33.26845,3.7652315555555567,2.9979129663372075,1.2704547756263083,11.097199710719764,2.9636856534414795,20,0.143467,1.6583895119274585,0.08650983316534358,0.045817,0.698938899152968,0.06555222503072132,0.03945,1.5833683394966078,0.02491523861879298,0.0,1.2151508885583606,0.0,0.0,0.9575830552073111,0.0,33.26845,1.0199680105282796,32.617150397461025,0.0,0.7233457754988055,0.0,0.166983,0.5794355339297773,0.28818218804688794,0.222917,2.9979129663372075,0.07435739546246925
35,2019-05-18 04:00:00,2019-05-18 01:00:00,30.61835,3.570812888888889,0.36584329739933563,0.24934110174461244,83.69229811057758,14.320938437208966,20,0.95605,0.3353854376390402,2.850600809415441,30.61835,0.18013345171004078,169.97592456778148,0.0,0.26501534877553673,0.0,0.013233,0.36584329739933563,0.03617122438505561,0.308733,0.1946451199034363,1.586132753562806,0.0,0.27124068416286023,0.0,0.114767,0.20984250683310796,0.5469196957853565,0.0,0.13915477738530743,0.0,0.126183,0.2828092918928468,0.44617699494756796
36,2019-03-24 07:00:00,2019-03-24 04:00:00,30.038533,3.652827777777778,0.5688639066601198,0.2825780358289086,52.80433482241004,12.926747262275441,20,0.52565,0.4440365038963201,1.1837990691925997,0.461717,0.14227372881962186,3.245272362161648,0.299367,0.20657381631090252,1.449201091146226,0.143833,0.5688639066601198,0.2528425486588942,30.038533,0.22183509853327896,135.40928914589105,0.376367,0.3975588336794606,0.9466951004878263,0.2819,0.13870312377944818,2.0323983506546623,0.247,0.1870124839353321,1.3207674418431405,0.501083,0.23634482684569352,2.1201352561321367
37,2019-05-05 22:00:00,2019-05-05 19:00:00,29.980767,3.4804925555555553,0.6638342688063309,0.37074890863950327,45.16296197083597,9.387709813139278,20,0.644433,0.566189861816652,1.1381924041032818,29.980767,0.24649709333189848,121.62726381374443,0.0,0.2698497827697965,0.0,0.0,0.6638342688063309,0.0,0.0,0.3308402542182883,0.0,0.0,0.4421853804060881,0.0,0.244833,0.2243646713736541,1.0912279482372615,0.213333,0.28581299280260625,0.7464076349647835,0.241067,0.30716587223021463,0.7848104942443773
38,2019-10-08 22:00:00,2019-10-08 19:00:00,29.359017,3.5279852222222225,0.4432745416370452,0.13904964637792883,66.23198043270165,25.371944065858088,20,0.311767,0.17957096447682921,1.7361771203285408,29.359017,0.04163020818421537,705.2334898275108,0.149783,0.04664618235387568,3.2110452011632846,0.094917,0.4432745416370452,0.2141268922177768,1.41485,0.0819382716058961,17.2672668372247,0.069883,0.23169568032034357,0.30161546345352414,0.148483,0.03487216389422584,4.2579233238974865,0.0,0.11641430651839604,0.0,0.203167,0.07540449841053248,2.6943617991313586
39,2019-03-31 10:00:00,2019-03-31 07:00:00,29.28045,3.373464777777778,0.1349823779953586,0.07173320171418095,216.91893057385784,47.02728541148436,20,0.1726,0.10420806698325775,1.6563017144126684,0.081767,0.04033579039016571,2.027157499805326,0.0869,0.0477902873558272,1.818361110762479,0.063567,0.1349823779953586,0.47092813850253673,0.112783,0.05574690263371152,2.023125854023634,0.288883,0.09744293056854951,2.964637848168734,0.11475,0.03498085904857591,3.2803654089984833,29.28045,0.06142146151451769,476.71366454019034,0.159483,0.06869013893766461,2.3217743109346265
40,2019-04-10 03:00:00,2019-04-10 00:00:00,29.197417,3.4956612222222225,0.5705690463119928,0.2562603152464991,51.17236207670564,13.641002423091944,20,1.085533,0.34562579909711627,3.1407753785618873,0.300667,0.12093091969868522,2.486270680394643,0.1361,0.1949284768142883,0.6982048093961397,0.173167,0.5705690463119928,0.3034987634175138,0.1386,0.16711427754323968,0.8293725828670635,29.197417,0.3497826616243443,83.4730254050074,0.0,0.11276694339336528,0.0,0.157,0.17834067244262786,0.8803376024642211,0.272467,0.2662840402928324,1.0232194152543583
41,2019-04-01 06:00:00,2019-04-01 03:00:00,28.751083,3.5535813333333333,0.3907839885023345,0.13231927989486467,73.57263929248462,26.855908528585626,20,0.4468,0.19035333319753484,2.3472139546741926,0.466167,0.03511614556965645,13.275004771674338,0.247283,0.04172575940107223,5.926387046023314,0.11645,0.3907839885023345,0.2979907146305825,0.304583,0.08072990595058877,3.772864546459671,0.643183,0.24273162381114383,2.6497701037110244,0.3337,0.027280588194758742,12.23214095010282,28.751083,0.10817205298060706,265.79030542347624,0.672983,0.07398012144608579,9.096808532417013
42,2019-04-15 00:00:00,2019-04-14 21:00:00,27.967233,4.110238777777778,0.1981932749523209,0.08562622687761176,141.11019607770208,48.00154025369293,20,1.68035,0.09723535491648588,17.281265661479097,3.08195,0.02852992434182206,108.02517255477488,0.44025,0.038818485292816965,11.341246230477328,0.516283,0.1981932749523209,2.604947116011891,2.352233,0.046918607704347116,50.134330814383055,27.967233,0.11453832924872506,244.17357214341683,0.0,0.022737415473620497,0.0,0.303283,0.1326529819633831,2.2862885968422244,0.650567,0.09101166800498438,7.1481713747337405
43,2019-05-05 23:00:00,2019-05-05 20:00:00,26.909233,3.223224,0.6514385747401243,0.3344587419351412,41.30733538983223,9.637106042571341,20,1.017717,0.5159808623212541,1.9723929205854165,26.909233,0.2006187787735764,134.1311773728344,0.24735,0.23270733368572902,1.062923097791348,0.0,0.6514385747401243,0.0,0.0,0.28337171242935905,0.0,0.166933,0.42420357133460834,0.3935209679513155,0.200517,0.18060247742215818,1.1102671616806874,0.199183,0.24385361988683582,0.8168137921939976,0.268083,0.2773517468226256,0.9665812567297324
44,2019-03-22 18:00:00,2019-03-22 15:00:00,26.852533,3.1239630000000003,0.8478835436367396,0.3909126090582076,31.670034796039957,7.991440890293583,20,26.852533,0.449804578764748,59.69822066672231,0.219267,0.1634012736811355,1.341892844898394,0.092683,0.4216411765185102,0.2198148690440607,0.1097,0.6116297717378771,0.1793568676166626,0.16815,0.21805936077048027,0.7711203013980552,0.086867,0.42779395014963467,0.2030580375660186,0.190267,0.18715267349946615,1.016640566454653,0.13215,0.19084715276527708,0.692438939146927,0.26405,0.8478835436367396,0.31142248482313684
45,2019-03-21 03:00:00,2019-03-21 00:00:00,25.04245,2.9799369999999996,0.7665539862264305,0.41131741157030455,32.66882408955172,7.244842234568083,20,0.449917,0.5156397924947154,0.8725412711522086,0.168883,0.2614146059819349,0.646035057473685,0.29245,0.36914145155361155,0.792243728709309,0.0,0.7665539862264305,0.0,0.0,0.2818456444700896,0.0,0.46165,0.4583379171392443,1.007226290334931,0.0,0.2322239766820214,0.0,25.04245,0.3362420248457287,74.47745418345531,0.404083,0.4804573047389642,0.8410383108225218
46,2019-01-24 23:00:00,2019-01-24 20:00:00,24.701317,3.173535333333333,0.7860190878682118,0.3669085739109189,31.425808807244564,8.649366380676206,20,1.410067,0.452426920461703,3.116673513947893,24.701317,0.20567846860087968,120.0967566903323,0.350617,0.27401451310724556,1.2795563126350658,0.266783,0.7860190878682118,0.3394103325449143,0.346733,0.23185363997258301,1.4954822362978715,0.2207,0.44216490704055456,0.4991350432515392,0.337667,0.1646796211216204,2.0504480013991753,0.377767,0.34481935642191847,1.0955504468193689,0.550167,0.4005206506035536,1.3736295473677598
47,2019-03-30 11:00:00,2019-03-30 08:00:00,24.651383,3.0882387777777778,0.7162664937282732,0.4081684260855101,34.41644806702881,7.5660708039675715,20,0.126033,0.7162664937282732,0.1759582517171501,0.046783,0.311532899067568,0.1501703355890297,0.06835,0.31242689761436826,0.21877117662373968,2.2636,0.5242063394577526,4.318146938744586,0.16215,0.4547004144012859,0.3566084280206924,24.651383,0.458854053035043,53.72379918395829,0.11805,0.29758540995934757,0.3966928352304857,0.08755,0.24575423881148367,0.3562502133163977,0.27025,0.3521890886944686,0.7673434773399455
48,2019-10-18 19:00:00,2019-10-18 16:00:00,24.404617,3.2761055555555556,0.39067832584017176,0.17222151050333548,62.467131956667735,19.02251654549018,20,1.9697,0.22292888727956137,8.835553005429578,24.404617,0.06968020053958669,350.2374679036013,0.280633,0.12335387773311125,2.2750237378607445,0.1661,0.39067832584017176,0.42515795992212846,1.662233,0.1126735780189699,14.752642360573159,0.060567,0.22811851177371004,0.265506729502433,0.394633,0.06482928399244578,6.087264515307381,0.1623,0.12589379511102167,1.2891818842769247,0.384167,0.21183713424144082,1.8135016855078234
49,2019-04-04 18:00:00,2019-04-04 15:00:00,24.390217,2.8642427777777772,0.9579885412229969,0.5092394136527462,25.459794653773304,5.624539413972984,20,0.12815,0.5885136341383983,0.21775196455323495,0.120217,0.2282883288234095,0.526601603417899,0.09835,0.5324381293592242,0.18471629768206446,0.181667,0.8660724465223146,0.20975958850726384,0.192167,0.2897166520178079,0.66329290588443,24.390217,0.5556995011999744,43.89101834234492,0.288917,0.2526463968215602,1.1435627170414668,0.113433,0.3117910927690297,0.3638109061827161,0.265067,0.9579885412229969,0.2766912009841031
51,2019-09-24 23:00:00,2019-09-24 20:00:00,23.501067,2.8959222222222225,0.7336249611071611,0.4783044556418592,32.034126715653656,6.054545663369147,20,1.778217,0.5762341414389864,3.0859278757058575,23.501067,0.3551906157651202,66.16466189394131,0.069433,0.5791901137014404,0.11987946333592145,0.0207,0.7336249611071611,0.028216051930349102,0.41875,0.3203422802114829,1.3071955401065087,0.06455,0.4913763952577036,0.1313656916021507,0.085133,0.3929218038424022,0.2166665203291853,0.0,0.28414227673783404,0.0,0.12545,0.5717175127146018,0.21942654756952312
